"date","accountName","totalFollowers","totalFollowing"
"7/13/2018 22","saltyrite",23,69
"date","accountName","totalFollowers","totalFollowing"
"7/13/2018 23","saltyrite",24,69
"date","accountName","totalFollowers","totalFollowing"
"7/14/2018 24","saltyrite",25,69
"date","accountName","totalFollowers","totalFollowing"
"7/13/2018 5","generic",26,69
